dataset_id,area,country,archipelago,location,site,replicate,zone,latitude,longitude,depth,year,nyear,biom,herb,plank,pisc,prod,exP,egP,exN,egN,Ic,turn,egNP,exNP,outN,outP,outNP,coral_cover
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2009,12,28131.64131089314,159.4023436064477,2.2061104059997696,3.6597078424483813,4.9267950376135214,0.43599539515196434,2.851309313980123,8.414669840400604,15.941110795751639,189.63450913134068,1.751335794156371e-4,5.590803746752944,19.299905306265234,24.355780636152243,3.287304709132087,7.409042602133055,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2010,12,13661.065781055897,71.40775391333446,0.7551686455502498,1.9478448144751974,1.884011094674704,0.2645132697916488,1.368313566348227,4.044349258831591,7.495549178861005,90.76631191273339,1.3791098914751613e-4,5.477946987593803,15.289778323852088,11.539898437692596,1.632826836139876,7.067435555489628,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2011,12,21623.970459361197,70.39787908823273,10.546862108215002,5.875092972715901,2.7003565320803173,0.3535458578282776,1.788586429547159,5.454429157891926,9.874530735635101,111.25254251179324,1.2487792365214367e-4,5.520857461797456,15.427784082655617,15.328959893527028,2.1421322873754365,7.155935225787682,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2012,12,23753.716159706888,86.19579917968481,3.1399481321504252,8.270462144444789,3.404807716741538,0.38851397450138436,2.0483540600332306,5.9142868335448755,11.09626319032642,127.3601632170218,1.4333789685157003e-4,5.417160737410018,15.222841961180992,17.010550023871296,2.4368680345346148,6.980497007963715,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2013,12,6321.514907751902,34.44596102979284,0.36592489035929177,1.9304425200589421,1.3685893174873176,0.10575221777883119,0.713199180251724,2.0299748751980506,3.8776534985324083,45.47712702957895,2.1649704816942752e-4,5.436985355428743,19.195577339508034,5.907628373730459,0.8189513980305552,7.213649537612786,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2014,12,14236.04586000506,48.92553963985761,1.0992657803093893,10.52245576432982,2.6333132932021974,0.27493786756962507,1.2842728160717425,3.702775325903379,7.090023363573471,75.51624613056633,1.8497504989080314e-4,5.520652056827002,13.467680384062376,10.79279868947685,1.5592106836413675,6.9219630180261715,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2015,12,26576.86964567141,59.977437947384665,1.474064516090772,15.584830472929736,2.987359534127643,0.5491501115600096,2.1539424573287054,6.4814261314333,11.651417172666813,119.859838315842,1.124044920999263e-4,5.409344680041623,11.80264921192687,18.132843304100113,2.703092568888715,6.708184363643461,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2016,12,18436.730729531373,49.93115852782969,1.0622068885919231,6.825246762814842,2.165855010951412,0.388895830635136,1.6579531284601519,4.931615534126338,8.78288958152169,95.66831309528636,1.1747500371539374e-4,5.297429360791958,12.681070728045947,13.714505115648027,2.046848959095288,6.700301482777641,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2017,12,11960.246124262087,36.21560291103202,1.7639301015414237,4.526665932767926,2.0138653991136115,0.21444994724808558,1.1663932923027593,3.292412837975761,6.231119288127063,67.93167901779876,1.6837992949228386e-4,5.342211181466276,15.352826523043841,9.523532126102824,1.380843239550845,6.896895935269669,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2018,12,11182.51537369064,31.24213850497267,2.4947132692045235,6.6667508259285055,1.638137132407401,0.2771066305674984,1.0695312528686305,3.231925672159942,5.717088031987873,59.7328637863542,1.4649093496991596e-4,5.345414653993377,11.663112014104984,8.949013704147815,1.346637883436129,6.645449243796108,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,1,Outer slope,-17.470833,-149.901167,NA,2019,12,10398.658456169553,31.318617743274075,1.666499867083023,5.75592943355748,1.3195396448510195,0.2950511303242184,1.0376300108055172,3.2276919430163344,5.580053718802262,59.096316445888114,1.268951807978781e-4,5.377691142983075,10.939432563669792,8.807745661818597,1.3326811411297357,6.6090420206232725,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2008,12,20619.258656013284,111.3470586775949,0.1828086786868951,0.47787982396908424,2.7625046172339878,0.4440042623503734,2.1669959483316283,6.458639043677088,11.791851890586125,143.58410363609164,1.339769127164204e-4,5.441566191974046,14.546344689322906,18.250490934263212,2.611000210682002,6.989846595797908,18.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2009,12,11747.139328079567,80.3012948914649,0,0.6357874854678416,1.4427181666735893,0.3006953298402118,1.3422956576117082,4.17140116527446,7.382449202717851,92.3992424613218,1.228144254001494e-4,5.499868200313737,13.872517300122768,11.553850367992311,1.64299098745192,7.03220556669695,15.9
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2010,12,15140.3482558037,82.20411701557849,0.005832408446884778,0.1630577606805633,1.7869443541641055,0.351925391112556,1.5870671650567503,4.790475408445908,8.639214754688473,105.52436535018698,1.180253138152963e-4,5.443509225634791,13.612190337564403,13.429690163134381,1.9389925561693062,6.92611744197008,12.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2011,12,15413.900051244646,84.62468307917497,0.4128129365384794,0.0662731897809545,1.5136090359392074,0.3787424695041499,1.5975025957725795,4.905938658970262,8.733233340551198,107.40924791337532,9.819766774840259e-5,5.466803849747523,12.953230899595503,13.63917199952146,1.9762450652767294,6.901559042026802,11.3
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2012,12,9132.898077494965,55.291715305979096,0.12940961020132663,0.18525884454118247,1.1686123271400357,0.20730482005162876,0.9969726278005372,3.0175597237134157,5.422084544378221,67.55227110745297,1.2795635265214423e-4,5.438549056597579,14.55614839520808,8.439644268091637,1.2042774478521658,7.008056393602471,8.666666666666666
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2013,12,3445.0159581689545,19.222082384304183,0.5567281447603459,0.23759772678860341,0.6875290884131122,0.0805903837340504,0.44626528759181466,1.2588149497300138,2.3473276275758077,28.20560687440956,1.9957210554651184e-4,5.259937738475498,15.61991507428633,3.6061425773058216,0.5268556713258651,6.844649822655869,5.9
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2014,12,9069.05413101149,56.067266652103214,0.28286591320236754,0.40575487346066064,1.3795529227780512,0.2292272610104346,1.085375957123114,3.24213807945246,5.844534248942077,71.23975151208509,1.5211651654616233e-4,5.384801653828354,14.143771840928096,9.086672328394537,1.3146032181335487,6.9121026048419685,5.6
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2015,12,8287.572318627328,41.60654317353343,0.15817029131617297,0.22079740833406136,0.9529218997694305,0.22420455310409285,0.9293426568696351,2.816351154901709,4.983455455978334,59.444997607696216,1.149820313033797e-4,5.362344469115868,12.56152524964176,7.799806610880044,1.153547209973728,6.761584219043522,7.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2016,12,9038.96926637804,50.69604632235097,0.3118078535986629,0.5409404509631298,1.2184071223768465,0.21324992915399602,1.0119186125219604,3.027457062042857,5.425423855920662,66.28351501799456,1.347949181450274e-4,5.361521953232105,14.196755300474747,8.452880917963519,1.2251685416759563,6.899361704472504,6.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2017,12,3464.7986931331657,16.56099086991556,0.23122319083880408,0.5852052418808615,0.7463274190904199,0.08274342306409849,0.4308906542321132,1.1690302795157295,2.2461908565156548,25.99330783915084,2.154028228449622e-4,5.2129022397075975,14.12837705070676,3.415221136031384,0.5136340772962117,6.64913269386103,16.2
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2018,12,9440.184181534009,45.433681067725104,1.1362056982709567,0.44417241473765645,1.1008414816079817,0.19985046623005667,0.8964826121997319,2.6385496109977113,4.807688038394564,57.97803732720001,1.1661228853578336e-4,5.3628346751731915,13.202619242130567,7.446237649392275,1.0963330784297887,6.791948355747023,6.9
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Barrier reef,-17.470833,-149.901167,NA,2019,12,6349.794770427711,40.15826120152823,0.3014057267917606,9.775854281493296e-4,0.9058435604950119,0.12002092550741854,0.6962759925098095,2.0790874244834265,3.8251771225529234,47.701348994354056,1.4265713983603218e-4,5.493765638485708,17.32270781693745,5.90426454703635,0.816296918017228,7.232986449805192,8.2
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2008,12,18554.12262605322,101.82390876396988,3.2565918636601756,2.5417399291185485,2.2291231461954752,0.3962822150010305,1.8399079353028156,5.690603741017212,10.219075728679844,123.8724836163298,1.2014166291352403e-4,5.5541234061789995,14.359977626052217,15.909679469697057,2.236190150303846,7.114636234103483,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2009,12,28756.66866758796,161.31799798997508,3.375130589297062,3.495523388948815,5.312594270632255,0.4185784125080265,2.9103387354337076,8.453697307259832,16.251777331416367,192.9289518839001,1.8474303585172067e-4,5.584153189300309,20.196209490611814,24.7054746386762,3.328917147941734,7.421474774147374,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2010,12,19798.066850314404,102.42105278613478,0.9611020113411185,4.478552548100279,2.4812313162746578,0.43669346583350804,1.9230111724213472,5.8560308440517455,10.504115613004691,126.11999236765774,1.2532694909226727e-4,5.462326877580488,13.409934661775754,16.360146457056437,2.3597046382548554,6.933133152272717,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2011,12,17017.34221922116,83.37653493261138,1.8216971232952333,1.6767481772839639,2.1798484065076194,0.29733730446042683,1.5670160320009787,4.622011042005908,8.574440369873294,104.41001664836237,1.2809570251490104e-4,5.471826831869923,15.544672574446707,13.196451411879202,1.8643533364614056,7.078299565749932,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2012,12,15850.797842237556,78.95568335963577,2.1128058897996294,3.1346762255612,2.525724455226438,0.2793558302842167,1.5386105535961105,4.456717550979498,8.417848385712393,101.06337941492001,1.5934367975447587e-4,5.471071523614481,15.953551234084618,12.87456593669189,1.8179663838803273,7.081850385600637,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2013,12,7228.4275158432865,39.62575556753066,0.6569358016900493,1.6863944225004655,1.493057628300988,0.11509533817669546,0.8027307471836806,2.275135224128669,4.379280593278455,52.17922996848643,2.0655358652051228e-4,5.455478824802496,19.76739683961708,6.654415817407124,0.9178260853603761,7.250192518547049,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2014,12,14028.058109945063,49.96198343037087,0.6603024111198774,9.031466539152749,1.8552164032722442,0.29673518201090254,1.1879961327114514,3.667149420899775,6.5411485180979225,71.63440374151631,1.322504076281952e-4,5.506035194886178,12.35832366101111,10.208297938997697,1.484731314722354,6.875518713570514,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2015,12,21420.91848600832,77.37516733281659,0.7298383736681355,6.033904320593885,2.975870264850432,0.3336347338561455,1.8874322720939005,5.342101604892978,10.167213206294795,116.42279337182174,1.3892356048104127e-4,5.386796314028995,16.01182689568632,15.509314811187773,2.221067005950046,6.982821666181013,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2016,12,11443.59438400281,46.610869942966026,0.865812980121947,5.101701218894339,1.73864942115054,0.2402120402672178,1.1237513883778294,3.3762757254076217,6.106972399340212,68.90120216022474,1.519321082876746e-4,5.4344514832198065,14.055397563135342,9.483248124747835,1.3639634286450473,6.952714365786504,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2017,12,6671.234100558632,26.691943063079652,0.7450507751064773,3.742288756251083,1.1247944434406598,0.13118203674031428,0.6377778050304251,1.9332714515712228,3.5074614268679127,39.524837094668584,1.6860365360982796e-4,5.49950374441235,14.73731845922086,5.440732878439135,0.7689598417707394,7.075444753929369,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2018,12,6884.591120760309,25.338779411925398,0.9011188763967262,2.2991910110586447,1.1033722984031584,0.14403792007349336,0.7226127577102718,2.149353106332624,3.9085777645225592,43.30254774981612,1.6026693220400081e-4,5.408952060170636,14.922133735588144,6.057930870855183,0.8666506777837651,6.990049192999853,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,2,Outer slope,-17.470833,-149.901167,NA,2019,12,15323.607096384658,66.6268634438276,3.6861123876243544,3.5684370273596184,2.326099422354495,0.2648289702458379,1.442257472349597,4.277403254407336,7.9343261562570895,91.13803120187038,1.5179842498724066e-4,5.501324353224668,16.151568502632728,12.211729410664425,1.7070864425954348,7.153550696646533,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2008,12,20158.781516369152,107.81736422588645,1.5883900337508836,0.4229065957001333,1.9506969444603766,0.5287042129603188,2.1267226536970143,6.639622748832666,11.636236543186925,141.72051054099865,9.676660977134899e-5,5.47144053925364,12.558293628220047,18.27585929201959,2.655426866657333,6.882456271531722,18.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2009,12,20148.959623833955,102.4993932217648,1.212733899837337,4.941342238061302,3.753772871508373,0.5750075380304338,2.4994064102911318,7.236150454098455,13.151436623911888,151.45997033762262,1.8630107666045852e-4,5.261823995394172,12.58444450812654,20.38758707801034,3.0744139483215656,6.631373465222752,15.9
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2010,12,22994.969645641315,124.44489472724061,1.5987921665386897,1.3128384402706272,2.5906698588382078,0.6667468336337057,2.554827920287319,7.689656183005342,13.578618117310263,161.87094153962815,1.126624604755357e-4,5.314885597376435,11.533097414347601,21.268274300315603,3.2215747539210247,6.601825481289758,12.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2011,12,31719.683958810463,147.9149158118594,3.3380549707887752,5.428484616334168,3.73389281908847,1.0354934154517015,3.6268334146152967,10.822858648900315,18.94035956284565,217.9989158196269,1.1771532225658709e-4,5.222285502973585,10.451885533409387,29.763218211745965,4.662326830066998,6.383769155736828,11.3
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2012,12,14776.304074147147,85.12321845692496,0.9396745584621631,1.2770075880049543,1.7771463754839407,0.34060877532132444,1.5589923390173637,4.661861881997962,8.436354133162018,103.63157223157702,1.2027001925287013e-4,5.411414746578852,13.686851953828969,13.09821601515998,1.8996011143386882,6.895245489324683,8.666666666666666
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2013,12,7521.891500147188,42.57103057208936,0.6668193771524314,0.9627100329986629,1.3553215131487828,0.19571175737294952,0.9202666211685723,2.671193542920958,4.896157265498043,57.519873991578514,1.8018360316979606e-4,5.320368198599671,13.648610480926372,7.567350808419,1.1159783785415218,6.780911668117453,5.9
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2014,12,13716.217360575436,82.33213446875541,2.6288045160036777,0.5115200394631256,2.853600856973207,0.31661078309934,1.7192752561906686,4.941028246843623,9.206600804945651,109.81788290320718,2.080457594070593e-4,5.354931254780203,15.606001155347014,14.147629051789274,2.0358860392900087,6.949126217655627,5.6
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2015,12,12046.29089628466,68.76208091896129,1.8547720097969256,0.7609627240801707,1.8537830129232107,0.258967893385418,1.3182915093709326,3.9094408651407506,7.200192841668889,87.70112414393805,1.5388828220103484e-4,5.461760764206624,15.096237661100286,11.109633706809639,1.5772594027563507,7.043631305918939,7.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2016,12,10186.358310652558,55.27424362410571,0.9251405078288842,1.600357377375275,1.967492415997956,0.2640884515724968,1.243624801687878,3.4997668043447736,6.503904121097185,76.18595477415529,1.9314973575398553e-4,5.229796086625104,13.252252355245561,10.00367092544196,1.5077132532603748,6.634995682242221,6.1
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2017,12,5799.458756142259,39.80101299758076,0.5771232695697218,0.34876768726136725,1.2068024233775525,0.11614690491024857,0.713465238827084,2.0596445921784405,3.9126078753553784,48.0526894651195,2.0808880175230443e-4,5.483950250733436,17.73309924849062,5.972252467533819,0.8296121437373326,7.198848898991915,16.2
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2018,12,9489.451668204707,57.057075497089514,1.0340119973807826,0.48569403563137253,1.5153341209215483,0.19379335968899958,1.045912765009992,3.102810649524487,5.7369888218165235,70.2763352168902,1.5968616247857782e-4,5.4851504004368055,16.01092346251642,8.83979947134101,1.2397061246989916,7.130560457211074,6.9
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Barrier reef,-17.470833,-149.901167,NA,2019,12,9957.477260910115,39.25886135552161,0.6754043429560236,1.9659970755868468,1.4598323190292173,0.2555979217309509,1.108770346309596,3.2106897458506882,5.852727215183584,66.89221100051147,1.4660664350799515e-4,5.278574805561546,12.561486118929967,9.063416961034271,1.364368268040547,6.642940306762485,8.2
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2008,12,25245.542201753415,130.2439206119591,4.68055918126767,4.538135746068855,3.3690797854149213,0.4920474279922213,2.416819138445571,7.343209759434825,13.427908671101543,161.26513803158042,1.334524629532783e-4,5.556025462351308,14.923784459962492,20.77111843053637,2.908866566437792,7.140622629511931,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2009,12,20401.525813239077,93.95581048614066,7.000477659070211,5.455039737667891,2.791902366318941,0.4983437638645095,2.0935786878621503,6.453145544003898,11.456978668349795,131.3985245263886,1.368477236397291e-4,5.472437570545315,12.949184903933883,17.910124212353693,2.59192245172666,6.909976878522161,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2010,12,8400.770832005857,27.23798421295786,1.8661191071979633,2.664490215887708,1.1965656614683904,0.17231392953639024,0.7951680365492829,2.2917040308214935,4.2170500173218155,47.20269777583655,1.4243522236193242e-4,5.303344480019792,13.299586614891272,6.5087540481433095,0.9674819660856732,6.727519763987974,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2011,12,13935.800027079309,58.142978554618544,1.6887396538755166,3.153051017723115,1.6049945513945842,0.26920948968400604,1.222214132940641,3.610656519849116,6.688673905089304,78.46626558339396,1.1517060723287101e-4,5.472587597229291,13.412069998302247,10.29933042493842,1.4914236226246471,6.905704233659236,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2012,12,16395.909084754312,38.25617887157391,3.403435831984097,5.112719862980594,2.2163527807023278,0.2525095638856546,1.4127892914361595,3.933095239102331,7.526550093399681,82.44333461694227,1.3517718165217182e-4,5.327439936742887,15.576024838739881,11.459645332502012,1.6652988553218142,6.881434702173904,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2013,12,3829.087043540504,14.762024040601133,0.30566420454424137,1.4602601599600746,0.8406943587611057,0.05005608690086349,0.42788609038017816,1.1912078866923164,2.295691720122071,25.959549809170326,2.1955477877665875e-4,5.365193615156645,23.797463214643884,3.4868996068143874,0.47794217728104166,7.295651592523096,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2014,12,5205.20814008822,32.61820756512227,0.3488173957283216,0.5679560063247043,0.9939513931022756,0.08816919933631867,0.5858283454088996,1.6832811617044503,3.208979607350563,39.30366893198155,1.909532465084921e-4,5.477678969444099,19.09148743977618,4.892260769055014,0.6739975447452182,7.258573576709936,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2015,12,27384.994609633082,39.41511249188327,1.3890106769870119,15.094581814847793,2.817242245947099,0.5506220285750002,2.1875772479682283,6.463300793712313,11.3776110159322,116.64150429082632,1.0287539895867249e-4,5.2010099421629405,11.738180563605887,17.840911809644513,2.7381992765432286,6.515563700012121,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2016,12,12025.51588092603,50.580062885461864,0.43618298468420585,3.739636495443948,2.103424582812705,0.21150432219372445,1.189830228570881,3.454754724692131,6.500411292454043,74.60232629140057,1.7491345931769955e-4,5.463309921333704,16.33420390117511,9.955166017146174,1.4013345507646056,7.104060919438809,NA
ATPP,Pacific,France,Society Islands,Moorea,ATPP,3,Outer slope,-17.470833,-149.901167,NA,2017,12,9156.728126747348,24.44384990078863,1.6272243902702002,5.147364878775089,1.395271839535136,0.18091364176184196,0.8631282841435851,2.5824495218137176,4.666421304678509,49.79501334929723,1.523766808648019e-4,5.406405270693492,14.274487521583925,7.248870826492226,1.044041925905427,6.943084033915372,NA
