SurveyID,variable,value
1003278,Storage_kg,8.628776600610376
1003281,Storage_kg,4.582429967359805
1003282,Storage_kg,13.338605614587186
1003283,Storage_kg,14.668132661249386
1003284,Storage_kg,31.030527704763617
1003285,Storage_kg,7.977578795054004
1003286,Storage_kg,55.33362051502874
1003287,Storage_kg,4.641802217614941
1003288,Storage_kg,5.128902011465007
1003289,Storage_kg,10.106651023693113
1003291,Storage_kg,4.854172983832015
1003292,Storage_kg,1.6379790995497006
1003629,Storage_kg,4.506567537684755
1003630,Storage_kg,3.4471623713107333
1003631,Storage_kg,3.3259326440399497
1003632,Storage_kg,2.7548425567383754
1003633,Storage_kg,24.815747488470357
1003634,Storage_kg,0
1003635,Storage_kg,0.15539888060981916
1003636,Storage_kg,16.768238882991803
1003637,Storage_kg,74.76678714641281
1003638,Storage_kg,13.106752039712337
1003639,Storage_kg,66.35132502080846
1003640,Storage_kg,43.53857649136705
1003641,Storage_kg,60.72268608240962
1003642,Storage_kg,39.30787297179683
1003643,Storage_kg,31.580781586708973
1003644,Storage_kg,22.718786119449135
1003645,Storage_kg,40.09322410334911
1003646,Storage_kg,15.328506595150088
1003647,Storage_kg,19.11089774012508
1003648,Storage_kg,55.485412124317854
1003649,Storage_kg,5.365408113399728
1003650,Storage_kg,46.03963012910137
1003651,Storage_kg,8.109381335738883
1003652,Storage_kg,1.0975861118929358
1003653,Storage_kg,3.195353394173008
1003654,Storage_kg,1.5116515118598226
1003655,Storage_kg,1.6670503924696418
1003656,Storage_kg,3.1024480028856356
1003657,Storage_kg,3.1676426857079694
1003659,Storage_kg,60.62057219226192
1003660,Storage_kg,16.3166932778625
1003661,Storage_kg,7.5060546254931255
1003662,Storage_kg,45.71211994928238
1003664,Storage_kg,55.686755570486746
1003666,Storage_kg,14.897224367524935
1003667,Storage_kg,9.271817210645215
1003668,Storage_kg,21.067218227507198
1003669,Storage_kg,39.72574907483861
1003670,Storage_kg,52.493514944183275
1003671,Storage_kg,35.16303219358712
1003672,Storage_kg,35.68657824773989
1003673,Storage_kg,50.09634994064945
1003676,Storage_kg,47.394947229781444
1003677,Storage_kg,41.37787817504359
1003678,Storage_kg,30.263362855920764
1003679,Storage_kg,11.321268027476577
1003680,Storage_kg,5.977082465903831
1003683,Storage_kg,0.995289791468918
1003684,Storage_kg,19.61998938087611
1003685,Storage_kg,4.387762968016902
1003686,Storage_kg,4.706928562832686
1003687,Storage_kg,20.151583468682855
1003688,Storage_kg,20.132052415643813
1003689,Storage_kg,11.915055876370573
1003690,Storage_kg,15.848769132265675
1003691,Storage_kg,5.2076958502238035
1003692,Storage_kg,4.213479501499211
1003693,Storage_kg,6.89944695285611
1003694,Storage_kg,38.76295271015864
1003695,Storage_kg,54.26471331595578
1003696,Storage_kg,28.08784587478356
1003697,Storage_kg,6.7942770482543535
1003698,Storage_kg,26.045897017682343
1003699,Storage_kg,15.372348783326647
1003777,Storage_kg,6.371354105002585
1003778,Storage_kg,11.202738735759253
1003780,Storage_kg,1.1623846524056556
1003781,Storage_kg,34.61870691144886
1003782,Storage_kg,7.431245676584006
1003783,Storage_kg,0.7017176198869455
1003784,Storage_kg,12.946515055687252
1003785,Storage_kg,57.69107676263025
1003786,Storage_kg,5.73850701871663
1003787,Storage_kg,8.656529381922834
1003793,Storage_kg,1.398589925488372
2000859,Storage_kg,16.938477986470286
2000860,Storage_kg,15.850685822201552
2000861,Storage_kg,12.276511568175712
2000883,Storage_kg,22.843635449643415
2000884,Storage_kg,16.16148358342119
2000892,Storage_kg,1.4508011634908475
2000937,Storage_kg,0.3107977612196383
2000938,Storage_kg,12.85752606379564
2000947,Storage_kg,4.934544492199123
2000948,Storage_kg,8.35635767472748
2000949,Storage_kg,15.795952346400979
2000962,Storage_kg,22.257475620377033
2001109,Storage_kg,28.59339403220672
2001110,Storage_kg,18.803264553788118
2001166,Storage_kg,30.76897836074419
2001167,Storage_kg,29.681186196475455
2001208,Storage_kg,22.843635449643415
2001209,Storage_kg,22.222039927204136
2001239,Storage_kg,18.49246679256848
2001252,Storage_kg,15.850685822201552
2001253,Storage_kg,18.18166903134884
2001274,Storage_kg,14.762893657932818
2001293,Storage_kg,19.580258956837213
2001309,Storage_kg,23.93142761391215
2001310,Storage_kg,30.147382838304914
2001398,Storage_kg,11.124489854298476
2001400,Storage_kg,5.594901637528445
2001402,Storage_kg,0.23772432693935158
2001589,Storage_kg,10.288517146214556
2001749,Storage_kg,53.56167667708698
2001750,Storage_kg,0.5766196966123216
2001751,Storage_kg,0.3476054461472597
2001805,Storage_kg,23.223189697208678
2001806,Storage_kg,18.624898621746553
2001807,Storage_kg,43.485062824747345
2001808,Storage_kg,16.8154082000272
2001809,Storage_kg,14.880156491236598
2001810,Storage_kg,60.166978552829384
2001812,Storage_kg,6.440855213774464
2001815,Storage_kg,35.92349282237242
2001816,Storage_kg,18.126422563469706
2001817,Storage_kg,16.638255626717815
2001818,Storage_kg,9.676828577070749
2001819,Storage_kg,5.002681969277117
2001820,Storage_kg,17.804472300787893
2001821,Storage_kg,29.021111708674994
2001822,Storage_kg,19.923417153855755
2001823,Storage_kg,32.29125368352076
2001824,Storage_kg,3.7845084692194075
2001825,Storage_kg,6.640811291667681
2001826,Storage_kg,14.06249764105113
2001832,Storage_kg,12.030416236054837
2001833,Storage_kg,71.28767788332033
2002627,Storage_kg,4.285015426925293
4000676,Storage_kg,8.310571481978364
4000677,Storage_kg,16.94522539131584
4000680,Storage_kg,12.506996617760626
4000684,Storage_kg,38.597444427422026
4000687,Storage_kg,8.974325853844359
4000688,Storage_kg,23.754777329081605
4000689,Storage_kg,11.630632944401972
4000693,Storage_kg,59.44651296143599
4000694,Storage_kg,43.00724135892744
4000695,Storage_kg,76.97104059979172
4000696,Storage_kg,16.663150125300124
4000698,Storage_kg,72.26057366014443
4000711,Storage_kg,22.781239586864725
4000716,Storage_kg,41.4907870946281
4000718,Storage_kg,9.86621451506906
4000719,Storage_kg,18.594486827121983
4000724,Storage_kg,44.922282435423845
4000725,Storage_kg,12.474614864637998
4000727,Storage_kg,21.992177831735297
4000728,Storage_kg,8.133304715586934
4000729,Storage_kg,5.852013496446839
4000730,Storage_kg,3.9439456192710787
4000731,Storage_kg,7.385337713514565
4000732,Storage_kg,7.054893780350614
4000734,Storage_kg,10.873264632740232
4000736,Storage_kg,27.131873876636064
4000738,Storage_kg,3.8035892310296253
4000740,Storage_kg,54.15588004660943
4000741,Storage_kg,40.794809495004436
4000742,Storage_kg,11.551153042807915
4000743,Storage_kg,13.471978431629378
4000744,Storage_kg,14.528217510032727
4000745,Storage_kg,4.647927095778899
4000748,Storage_kg,22.881633359913316
4000749,Storage_kg,3.3908747807287085
4000751,Storage_kg,8.075170300980842
4000754,Storage_kg,0
4000755,Storage_kg,2.777344432790326
4000756,Storage_kg,33.94400009936037
4000757,Storage_kg,15.515902673288892
4000758,Storage_kg,3.476157314195046
4000759,Storage_kg,25.783362668634226
4000760,Storage_kg,5.771427646413476
4000761,Storage_kg,23.849257687367118
4000762,Storage_kg,12.412035923324119
4000763,Storage_kg,30.418526829921998
4000764,Storage_kg,34.94547606008468
4000765,Storage_kg,34.75513936303079
4000766,Storage_kg,17.533910303919264
4000767,Storage_kg,38.42678173508425
4000768,Storage_kg,18.69789638187924
4000769,Storage_kg,4.228375819436907
4000770,Storage_kg,15.126727170007843
4000771,Storage_kg,26.660958180777968
4000772,Storage_kg,1.3121170932943507
4000773,Storage_kg,18.449844692920802
4000774,Storage_kg,25.32349301463357
4000777,Storage_kg,47.04552196028959
4000778,Storage_kg,36.37743204423284
4000779,Storage_kg,32.39098135148599
4000780,Storage_kg,40.083848372578224
4000782,Storage_kg,13.87926210154751
4000783,Storage_kg,1.2718534919882263
4000784,Storage_kg,0.9610557307685881
4000785,Storage_kg,5.3924345794991275
4000786,Storage_kg,6.732205475493144
4000787,Storage_kg,27.501549607873677
4000788,Storage_kg,35.52725559494407
4000789,Storage_kg,14.556630047512426
